# started on Sat Feb 28 16:36:24 2015

   120.049816475,10834995868,,iTLB-loads
   120.049816475,19964.649969,,cpu-clock
   120.049816475,36447331,,branch-misses
   120.049816475,66,,cpu-migrations
   120.049816475,19964.935811,,task-clock
   120.049816475,2302287818,,stalled-cycles-backend
   120.049816475,1316,,context-switches
   120.049816475,22,,page-faults
   120.049816475,9985409325,,instructions
   120.049816475,15691495,,cache-misses
   120.049816475,41769556,,LLC-loads
   120.049816475,0,,major-faults
   120.049816475,22,,minor-faults
   120.049816475,126278858,,L1-dcache-load-misses
   125.051348022,4560920479,,iTLB-loads
   125.051348022,19966.958838,,cpu-clock
   125.051348022,19331563,,branch-misses
   125.051348022,37,,cpu-migrations
   125.051348022,19967.078547,,task-clock
   125.051348022,1432029435,,stalled-cycles-backend
   125.051348022,1342,,context-switches
   125.051348022,10,,page-faults
   125.051348022,4971212104,,instructions
   125.051348022,10760931,,cache-misses
   125.051348022,30423194,,LLC-loads
   125.051348022,0,,major-faults
   125.051348022,10,,minor-faults
   125.051348022,79091113,,L1-dcache-load-misses
   130.052369728,7204084576,,iTLB-loads
   130.052369728,19966.308893,,cpu-clock
   130.052369728,33751152,,branch-misses
   130.052369728,45,,cpu-migrations
   130.052369728,19965.811103,,task-clock
   130.052369728,1533102848,,stalled-cycles-backend
   130.052369728,1325,,context-switches
   130.052369728,57,,page-faults
   130.052369728,6497750555,,instructions
   130.052369728,12416377,,cache-misses
   130.052369728,32455678,,LLC-loads
   130.052369728,0,,major-faults
   130.052369728,56,,minor-faults
   130.052369728,91579444,,L1-dcache-load-misses
   135.053992989,8348915327,,iTLB-loads
   135.053992989,19964.854931,,cpu-clock
   135.053992989,32363416,,branch-misses
   135.053992989,80,,cpu-migrations
   135.053992989,19965.525175,,task-clock
   135.053992989,2474555945,,stalled-cycles-backend
   135.053992989,1493,,context-switches
   135.053992989,2538,,page-faults
   135.053992989,8489723536,,instructions
   135.053992989,14069186,,cache-misses
   135.053992989,38238388,,LLC-loads
   135.053992989,0,,major-faults
   135.053992989,2537,,minor-faults
   135.053992989,128909016,,L1-dcache-load-misses
   140.055612843,11281932069,,iTLB-loads
   140.055612843,19967.396088,,cpu-clock
   140.055612843,69412712,,branch-misses
   140.055612843,58,,cpu-migrations
   140.055612843,19967.354005,,task-clock
   140.055612843,4325342482,,stalled-cycles-backend
   140.055612843,1385,,context-switches
   140.055612843,115,,page-faults
   140.055612843,13595935273,,instructions
   140.055612843,15137560,,cache-misses
   140.055612843,46453003,,LLC-loads
   140.055612843,0,,major-faults
   140.055612843,111,,minor-faults
   140.055612843,176290542,,L1-dcache-load-misses
   145.057186484,3280838601,,iTLB-loads
   145.057186484,19967.268537,,cpu-clock
   145.057186484,18888862,,branch-misses
   145.057186484,24,,cpu-migrations
   145.057186484,19967.506384,,task-clock
   145.057186484,1526027775,,stalled-cycles-backend
   145.057186484,1285,,context-switches
   145.057186484,3491,,page-faults
   145.057186484,3338902509,,instructions
   145.057186484,6640779,,cache-misses
   145.057186484,15699960,,LLC-loads
   145.057186484,0,,major-faults
   145.057186484,3491,,minor-faults
   145.057186484,42815925,,L1-dcache-load-misses
   150.058734408,3150060632,,iTLB-loads
   150.058734408,19966.507124,,cpu-clock
   150.058734408,15063329,,branch-misses
   150.058734408,37,,cpu-migrations
   150.058734408,19966.021427,,task-clock
   150.058734408,998747123,,stalled-cycles-backend
   150.058734408,1294,,context-switches
   150.058734408,12,,page-faults
   150.058734408,3074952210,,instructions
   150.058734408,9331294,,cache-misses
   150.058734408,21924388,,LLC-loads
   150.058734408,0,,major-faults
   150.058734408,12,,minor-faults
   150.058734408,56069523,,L1-dcache-load-misses
   155.059496589,13290507460,,iTLB-loads
   155.059496589,19966.306798,,cpu-clock
   155.059496589,50441631,,branch-misses
   155.059496589,55,,cpu-migrations
   155.059496589,19966.147370,,task-clock
   155.059496589,3975356561,,stalled-cycles-backend
   155.059496589,1542,,context-switches
   155.059496589,23,,page-faults
   155.059496589,12228545714,,instructions
   155.059496589,20098313,,cache-misses
   155.059496589,74861527,,LLC-loads
   155.059496589,0,,major-faults
   155.059496589,22,,minor-faults
   155.059496589,296605650,,L1-dcache-load-misses
   160.061169019,13729049329,,iTLB-loads
   160.061169019,19964.512806,,cpu-clock
   160.061169019,47681902,,branch-misses
   160.061169019,37,,cpu-migrations
   160.061169019,19964.679412,,task-clock
   160.061169019,2624860682,,stalled-cycles-backend
   160.061169019,1340,,context-switches
   160.061169019,25,,page-faults
   160.061169019,10526298215,,instructions
